silly,fish_id_LOKI,location,lifestage,event,fish_no,date,sex,card,col,FL,weight,MEF,age_FW,age_SW,AEC,tag_type,tag_no,cinch,BY,release_YR,comment,genetic_sample
KCHILGMR21p,564,Chilkat,parr,,564,10/20/2021,,,,80,5.1,,,,,,,,,,,
KCHILGMR21p,565,Chilkat,parr,,565,10/20/2021,,,,61,3.5,,,,,,,,,,,
KCHILGMR21p,566,Chilkat,parr,,566,10/20/2021,,,,58,2.6,,,,,,,,,,,
KCHILGMR21p,567,Chilkat,parr,,567,10/20/2021,,,,68,3.1,,,,,,,,,,,
KCHILGMR21p,568,Chilkat,parr,,568,10/20/2021,,,,72,3.8,,,,,,,,,,,
KCHILGMR21p,569,Chilkat,parr,,569,10/20/2021,,,,75,4,,,,,,,,,,,
KCHILGMR21p,570,Chilkat,parr,,570,10/20/2021,,,,65,4.2,,,,,,,,,,,
KCHILGMR21p,571,Chilkat,parr,,571,10/20/2021,,,,55,2.8,,,,,,,,,,,
KCHILGMR21p,572,Chilkat,parr,,572,10/20/2021,,,,82,6,,,,,,,,,,,
KCHILGMR21p,573,Chilkat,parr,,573,10/20/2021,,,,68,3.8,,,,,,,,,,,
KCHILGMR21p,574,Chilkat,parr,,574,10/20/2021,,,,55,3.4,,,,,,,,,,,
KCHILGMR21p,575,Chilkat,parr,,575,10/20/2021,,,,58,3.8,,,,,,,,,,,
KCHILGMR21p,576,Chilkat,parr,,576,10/20/2021,,,,77,6,,,,,,,,,,,
KCHILGMR21p,577,Chilkat,parr,,577,10/20/2021,,,,71,4.5,,,,,,,,,,,
KCHILGMR21p,578,Chilkat,parr,,578,10/20/2021,,,,81,5.4,,,,,,,,,,,
KCHILGMR21p,579,Chilkat,parr,,579,10/20/2021,,,,75,5.6,,,,,,,,,,,
KCHILGMR21p,580,Chilkat,parr,,580,10/20/2021,,,,60,3.7,,,,,,,,,,,
KCHILGMR21p,581,Chilkat,parr,,581,10/20/2021,,,,60,4.8,,,,,,,,,,,
KCHILGMR21p,582,Chilkat,parr,,582,10/20/2021,,,,61,4.5,,,,,,,,,,,
KCHILGMR21p,583,Chilkat,parr,,583,10/20/2021,,,,59,3.1,,,,,,,,,,,
KCHILGMR21p,584,Chilkat,parr,,584,10/20/2021,,,,71,4.6,,,,,,,,,,,
KCHILGMR21p,585,Chilkat,parr,,585,10/20/2021,,,,83,6.9,,,,,,,,,,,
KCHILGMR21p,586,Chilkat,parr,,586,10/20/2021,,,,60,3.8,,,,,,,,,,,
KCHILGMR21p,587,Chilkat,parr,,587,10/20/2021,,,,71,4.8,,,,,,,,,,,
KCHILGMR21p,588,Chilkat,parr,,588,10/20/2021,,,,61,4.3,,,,,,,,,,,
KCHILGMR21p,589,Chilkat,parr,,589,10/20/2021,,,,71,5.8,,,,,,,,,,,
KCHILGMR21p,590,Chilkat,parr,,590,10/20/2021,,,,75,6.2,,,,,,,,,,,
KCHILGMR21p,591,Chilkat,parr,,591,10/20/2021,,,,60,3.5,,,,,,,,,,,
KCHILGMR21p,592,Chilkat,parr,,592,10/20/2021,,,,68,4.3,,,,,,,,,,,
KCHILGMR21p,593,Chilkat,parr,,593,10/20/2021,,,,70,4.5,,,,,,,,,,,
KCHILGMR21p,594,Chilkat,parr,,594,10/20/2021,,,,60,3.8,,,,,,,,,,,
KCHILGMR21p,595,Chilkat,parr,,595,10/20/2021,,,,67,4.3,,,,,,,,,,,
KCHILGMR21p,596,Chilkat,parr,,596,10/20/2021,,,,70,3.8,,,,,,,,,,,
KCHILGMR21p,597,Chilkat,parr,,597,10/20/2021,,,,63,3.6,,,,,,,,,,,
KCHILGMR21p,598,Chilkat,parr,,598,10/20/2021,,,,71,4.9,,,,,,,,,,,
KCHILGMR21p,599,Chilkat,parr,,599,10/20/2021,,,,75,5.7,,,,,,,,,,,
KCHILGMR21p,600,Chilkat,parr,,600,10/20/2021,,,,62,3.4,,,,,,,,,,,
KCHILGMR21p,601,Chilkat,parr,,601,10/21/2021,,,,63,3.5,,,,,,,,,,,
KCHILGMR21p,602,Chilkat,parr,,602,10/21/2021,,,,65,4.8,,,,,,,,,,,
KCHILGMR21p,603,Chilkat,parr,,603,10/21/2021,,,,59,3.1,,,,,,,,,,,
KCHILGMR21p,604,Chilkat,parr,,604,10/21/2021,,,,62,2.6,,,,,,,,,,,
KCHILGMR21p,605,Chilkat,parr,,605,10/21/2021,,,,58,3.8,,,,,,,,,,,
KCHILGMR21p,606,Chilkat,parr,,606,10/21/2021,,,,75,5.1,,,,,,,,,,,
KCHILGMR21p,607,Chilkat,parr,,607,10/21/2021,,,,70,5.1,,,,,,,,,,,
KCHILGMR21p,608,Chilkat,parr,,608,10/21/2021,,,,68,3.8,,,,,,,,,,,
KCHILGMR21p,609,Chilkat,parr,,609,10/21/2021,,,,65,3.7,,,,,,,,,,,
KCHILGMR21p,610,Chilkat,parr,,610,10/21/2021,,,,68,4.4,,,,,,,,,,,
KCHILGMR21p,611,Chilkat,parr,,611,10/21/2021,,,,75,4.8,,,,,,,,,,,
KCHILGMR21p,612,Chilkat,parr,,612,10/21/2021,,,,60,2.7,,,,,,,,,,,
KCHILGMR21p,613,Chilkat,parr,,613,10/21/2021,,,,55,1.6,,,,,,,,,,,
KCHILGMR21p,614,Chilkat,parr,,614,10/21/2021,,,,60,2.3,,,,,,,,,,,
KCHILGMR21p,615,Chilkat,parr,,615,10/21/2021,,,,70,1.9,,,,,,,,,,,
KCHILGMR21p,616,Chilkat,parr,,616,10/21/2021,,,,68,3,,,,,,,,,,,
KCHILGMR21p,617,Chilkat,parr,,617,10/21/2021,,,,77,3.2,,,,,,,,,,,
KCHILGMR21p,618,Chilkat,parr,,618,10/21/2021,,,,58,2.1,,,,,,,,,,,
KCHILGMR21p,619,Chilkat,parr,,619,10/21/2021,,,,60,2.3,,,,,,,,,,,
KCHILGMR21p,620,Chilkat,parr,,620,10/21/2021,,,,61,3.6,,,,,,,,,,,
KCHILGMR21p,621,Chilkat,parr,,621,10/21/2021,,,,62,3,,,,,,,,,,,
KCHILGMR21p,622,Chilkat,parr,,622,10/21/2021,,,,71,3.1,,,,,,,,,,,
KCHILGMR21p,623,Chilkat,parr,,623,10/21/2021,,,,64,2.8,,,,,,,,,,,
KCHILGMR21p,624,Chilkat,parr,,624,10/21/2021,,,,76,5.2,,,,,,,,,,,
KCHILGMR21p,625,Chilkat,parr,,625,10/21/2021,,,,68,3.2,,,,,,,,,,,
KCHILGMR21p,626,Chilkat,parr,,626,10/21/2021,,,,62,3,,,,,,,,,,,
KCHILGMR21p,627,Chilkat,parr,,627,10/21/2021,,,,70,4.5,,,,,,,,,,,
KCHILGMR21p,628,Chilkat,parr,,628,10/21/2021,,,,69,3.8,,,,,,,,,,,
KCHILGMR21p,629,Chilkat,parr,,629,10/21/2021,,,,67,3.4,,,,,,,,,,,
KCHILGMR21p,630,Chilkat,parr,,630,10/21/2021,,,,85,6.5,,,,,,,,,,,
KCHILGMR21p,631,Chilkat,parr,,631,10/21/2021,,,,77,6,,,,,,,,,,,
KCHILGMR21p,632,Chilkat,parr,,632,10/21/2021,,,,59,2.7,,,,,,,,,,,
KCHILGMR21p,633,Chilkat,parr,,633,10/21/2021,,,,62,2.7,,,,,,,,,,,
KCHILGMR21p,634,Chilkat,parr,,634,10/21/2021,,,,75,5.9,,,,,,,,,,,
KCHILGMR21p,635,Chilkat,parr,,635,10/21/2021,,,,75,4.8,,,,,,,,,,,
KCHILGMR21p,636,Chilkat,parr,,636,10/21/2021,,,,59,3.4,,,,,,,,,,,
KCHILGMR21p,637,Chilkat,parr,,637,10/21/2021,,,,59,3.3,,,,,,,,,,,
KCHILGMR21p,638,Chilkat,parr,,638,10/21/2021,,,,70,3.9,,,,,,,,,,,
KCHILGMR21p,639,Chilkat,parr,,639,10/21/2021,,,,67,3,,,,,,,,,,,
KCHILGMR21p,640,Chilkat,parr,,640,10/21/2021,,,,60,2.8,,,,,,,,,,,
KCHILGMR21p,641,Chilkat,parr,,641,10/21/2021,,,,75,4.7,,,,,,,,,,,
KCHILGMR21p,642,Chilkat,parr,,642,10/21/2021,,,,60,2.3,,,,,,,,,,,
KCHILGMR21p,643,Chilkat,parr,,643,10/21/2021,,,,60,3,,,,,,,,,,,
KCHILGMR21p,644,Chilkat,parr,,644,10/21/2021,,,,55,2.3,,,,,,,,,,,
KCHILGMR21p,645,Chilkat,parr,,645,10/21/2021,,,,71,3.9,,,,,,,,,,,
KCHILGMR21p,646,Chilkat,parr,,646,10/21/2021,,,,72,4.3,,,,,,,,,,,
KCHILGMR21p,647,Chilkat,parr,,647,10/21/2021,,,,62,3.2,,,,,,,,,,,
KCHILGMR21p,648,Chilkat,parr,,648,10/21/2021,,,,75,4.3,,,,,,,,,,,
KCHILGMR21p,649,Chilkat,parr,,649,10/21/2021,,,,68,3.5,,,,,,,,,,,
KCHILGMR21p,650,Chilkat,parr,,650,10/21/2021,,,,60,2.8,,,,,,,,,,,
KCHILGMR21p,651,Chilkat,parr,,651,10/22/2021,,,,72,3.9,,,,,,,,,,,
KCHILGMR21p,652,Chilkat,parr,,652,10/22/2021,,,,63,2.5,,,,,,,,,,,
KCHILGMR21p,653,Chilkat,parr,,653,10/22/2021,,,,65,2.6,,,,,,,,,,,
KCHILGMR21p,654,Chilkat,parr,,654,10/22/2021,,,,60,3.4,,,,,,,,,,,
KCHILGMR21p,655,Chilkat,parr,,655,10/22/2021,,,,64,3.6,,,,,,,,,,,
KCHILGMR21p,656,Chilkat,parr,,656,10/22/2021,,,,75,3.3,,,,,,,,,,,
KCHILGMR21p,657,Chilkat,parr,,657,10/22/2021,,,,66,3.4,,,,,,,,,,,
KCHILGMR21p,658,Chilkat,parr,,658,10/22/2021,,,,67,3.6,,,,,,,,,,,
KCHILGMR21p,659,Chilkat,parr,,659,10/22/2021,,,,58,2.4,,,,,,,,,,,
KCHILGMR21p,660,Chilkat,parr,,660,10/22/2021,,,,75,6.5,,,,,,,,,,,
KCHILGMR21p,661,Chilkat,parr,,661,10/23/2021,,,,68,4.2,,,,,,,,,,,
KCHILGMR21p,662,Chilkat,parr,,662,10/23/2021,,,,71,5.2,,,,,,,,,,,
KCHILGMR21p,663,Chilkat,parr,,663,10/23/2021,,,,68,4,,,,,,,,,,,
KCHILGMR21p,664,Chilkat,parr,,664,10/23/2021,,,,65,3.4,,,,,,,,,,,
KCHILGMR21p,665,Chilkat,parr,,665,10/23/2021,,,,71,3.3,,,,,,,,,,,
KCHILGMR21p,666,Chilkat,parr,,666,10/23/2021,,,,82,5.5,,,,,,,,,,,
KCHILGMR21p,667,Chilkat,parr,,667,10/23/2021,,,,69,3.9,,,,,,,,,,,
KCHILGMR21p,668,Chilkat,parr,,668,10/23/2021,,,,58,2.8,,,,,,,,,,,
KCHILGMR21p,669,Chilkat,parr,,669,10/23/2021,,,,65,2.9,,,,,,,,,,,
KCHILGMR21p,670,Chilkat,parr,,670,10/23/2021,,,,70,4.8,,,,,,,,,,,
KCHILGMR21p,671,Chilkat,parr,,671,10/23/2021,,,,67,3.9,,,,,,,,,,,
KCHILGMR21p,672,Chilkat,parr,,672,10/23/2021,,,,60,3.2,,,,,,,,,,,
KCHILGMR21p,673,Chilkat,parr,,673,10/23/2021,,,,70,3.4,,,,,,,,,,,
KCHILGMR21p,674,Chilkat,parr,,674,10/23/2021,,,,73,3.8,,,,,,,,,,,
KCHILGMR21p,675,Chilkat,parr,,675,10/23/2021,,,,64,3.3,,,,,,,,,,,
KCHILGMR21p,676,Chilkat,parr,,676,10/23/2021,,,,76,5.3,,,,,,,,,,,
KCHILGMR21p,677,Chilkat,parr,,677,10/23/2021,,,,65,3.6,,,,,,,,,,,
KCHILGMR21p,678,Chilkat,parr,,678,10/23/2021,,,,81,3.3,,,,,,,,,,,
KCHILGMR21p,679,Chilkat,parr,,679,10/23/2021,,,,66,4,,,,,,,,,,,
KCHILGMR21p,680,Chilkat,parr,,680,10/23/2021,,,,57,3,,,,,,,,,,,
KCHILGMR21p,681,Chilkat,parr,,681,10/23/2021,,,,62,3.7,,,,,,,,,,,
KCHILGMR21p,682,Chilkat,parr,,682,10/23/2021,,,,62,3.2,,,,,,,,,,,
KCHILGMR21p,683,Chilkat,parr,,683,10/23/2021,,,,72,5.9,,,,,,,,,,,
KCHILGMR21p,684,Chilkat,parr,,684,10/23/2021,,,,80,6.1,,,,,,,,,,,
KCHILGMR21p,685,Chilkat,parr,,685,10/23/2021,,,,61,1.9,,,,,,,,,,,
KCHILGMR21p,686,Chilkat,parr,,686,10/23/2021,,,,69,4,,,,,,,,,,,
KCHILGMR21p,687,Chilkat,parr,,687,10/23/2021,,,,60,3.5,,,,,,,,,,,
KCHILGMR21p,688,Chilkat,parr,,688,10/24/2021,,,,70,3.7,,,,,,,,,,,
KCHILGMR21p,689,Chilkat,parr,,689,10/24/2021,,,,65,3.1,,,,,,,,,,,
KCHILGMR21p,690,Chilkat,parr,,690,10/24/2021,,,,68,4.2,,,,,,,,,,,
KCHILGMR21p,691,Chilkat,parr,,691,10/24/2021,,,,70,3.8,,,,,,,,,,,
KCHILGMR21p,692,Chilkat,parr,,692,10/24/2021,,,,74,4.7,,,,,,,,,,,
KCHILGMR21p,693,Chilkat,parr,,693,10/24/2021,,,,65,3.7,,,,,,,,,,,
KCHILGMR21p,694,Chilkat,parr,,694,10/24/2021,,,,65,4,,,,,,,,,,,
KCHILGMR21p,695,Chilkat,parr,,695,10/24/2021,,,,66,3.5,,,,,,,,,,,
KCHILGMR21p,696,Chilkat,parr,,696,10/24/2021,,,,70,4.6,,,,,,,,,,,
KCHILGMR21p,697,Chilkat,parr,,697,10/24/2021,,,,66,3.8,,,,,,,,,,,
KCHILGMR21p,698,Chilkat,parr,,698,10/24/2021,,,,62,2.8,,,,,,,,,,,
KCHILGMR21p,699,Chilkat,parr,,699,10/24/2021,,,,59,2.8,,,,,,,,,,,
KCHILGMR21p,700,Chilkat,parr,,700,10/24/2021,,,,60,2.6,,,,,,,,,,,
